X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,Y
m,a,n,y,_,p,a,r,o,d,i,e,s,_,t,a,r,g,e,t,_,w,i,k,i,p,e,d,i,a,',s,_,o,p,e,n,n,e,s,s,_,a,n,d,_,s,u,s,c,English
c,o,m,e,d,i,a,n,_,s,t,e,p,h,e,n,_,c,o,l,b,e,r,t,_,h,a,s,_,p,a,r,o,d,i,e,d,_,o,r,_,r,e,f,e,r,e,n,c,e,English
_,a,n,o,t,h,e,r,_,e,x,a,m,p,l,e,_,c,a,n,_,b,e,_,f,o,u,n,d,_,i,n,_,w,i,k,i,p,e,d,i,a,_,c,e,l,e,b,r,a,English
l,a,w,',_,w,i,k,i,p,e,d,i,a,_,p,a,g,e,_,v,i,e,w,e,d,_,t,i,m,e,s,_,t,o,d,a,y,_,_,_,_,_,_,_,_,_,_,_,_,English
_,i,n,_,a,n,_,e,p,i,s,o,d,e,_,o,f,_,t,h,e,_,t,e,l,e,v,i,s,i,o,n,_,c,o,m,e,d,y,_,t,h,e,_,o,f,f,i,c,e,English
_,v,i,e,w,e,r,s,_,o,f,_,t,h,e,_,s,h,o,w,_,t,r,i,e,d,_,t,o,_,a,d,d,_,t,h,e,_,e,p,i,s,o,d,e,',s,_,m,e,English
_,m,y,_,n,u,m,b,e,r,_,o,n,e,_,d,o,c,t,o,r,_,a,_,e,p,i,s,o,d,e,_,o,f,_,t,h,e,_,t,e,l,e,v,i,s,i,o,n,_,English
_,i,n,_,t,h,e,_,c,o,m,e,d,i,c,_,w,e,b,s,i,t,e,_,c,o,l,l,e,g,e,h,u,m,o,r,_,p,r,o,d,u,c,e,d,_,a,_,v,i,English
_,t,h,e,_,d,i,l,b,e,r,t,_,c,o,m,i,c,_,s,t,r,i,p,_,f,r,o,m,_,m,a,y,_,f,e,a,t,u,r,e,s,_,a,_,c,h,a,r,a,English
_,i,n,_,j,u,l,y,_,b,b,c,_,r,a,d,i,o,_,b,r,o,a,d,c,a,s,t,_,a,_,c,o,m,e,d,y,_,s,e,r,i,e,s,_,c,a,l,l,e,English
s,o,m,e,_,o,f,_,t,h,e,_,s,k,e,t,c,h,e,s,_,w,e,r,e,_,d,i,r,e,c,t,l,y,_,i,n,s,p,i,r,e,d,_,b,y,_,w,i,k,English
_,o,n,_,a,u,g,u,s,t,_,t,h,e,_,n,e,w,_,y,o,r,k,e,r,_,w,e,b,s,i,t,e,_,p,u,b,l,i,s,h,e,d,_,a,_,c,a,r,t,English
_,t,h,e,_,c,a,r,t,o,o,n,_,r,e,f,e,r,r,e,d,_,t,o,_,c,h,e,l,s,e,a,_,e,l,i,z,a,b,e,t,h,_,m,a,n,n,i,n,g,English
i,n,_,d,e,c,e,m,b,e,r,_,j,o,h,n,_,j,u,l,i,u,s,_,n,o,r,w,i,c,h,_,s,t,a,t,e,d,_,i,n,_,a,_,l,e,t,t,e,r,English
h,e,_,d,e,s,c,r,i,b,e,d,_,i,t,_,a,s,_,a,_,w,o,r,k,_,o,f,_,r,e,f,e,r,e,n,c,e,_,a,s,_,u,s,e,f,u,l,_,a,English
_,w,i,k,i,p,e,d,i,a,_,h,a,s,_,a,l,s,o,_,s,p,a,w,n,e,d,_,s,e,v,e,r,a,l,_,s,i,s,t,e,r,_,p,r,o,j,e,c,t,English
t,h,e,s,e,_,o,t,h,e,r,_,w,i,k,i,m,e,d,i,a,_,p,r,o,j,e,c,t,s,_,i,n,c,l,u,d,e,_,w,i,k,t,i,o,n,a,r,y,_,English
_,a,n,o,t,h,e,r,_,s,i,s,t,e,r,_,p,r,o,j,e,c,t,_,o,f,_,w,i,k,i,p,e,d,i,a,_,w,i,k,i,s,p,e,c,i,e,s,_,i,English
i,n,_,w,i,k,i,v,o,y,a,g,e,_,a,n,_,e,d,i,t,a,b,l,e,_,t,r,a,v,e,l,_,g,u,i,d,e,_,a,n,d,_,w,i,k,i,d,a,t,English
t,h,e,_,m,o,s,t,_,o,b,v,i,o,u,s,_,e,c,o,n,o,m,i,c,_,e,f,f,e,c,t,_,o,f,_,w,i,k,i,p,e,d,i,a,_,h,a,s,_,English
e,n,c,y,c,l,o,p,?,?,d,i,a,_,b,r,i,t,a,n,n,i,c,a,_,w,h,i,c,h,_,w,e,r,e,_,u,n,a,b,l,e,_,t,o,_,c,o,m,p,English
_,n,i,c,h,o,l,a,s,_,c,a,r,r,_,w,r,o,t,e,_,a,_,e,s,s,a,y,_,t,h,e,_,a,m,o,r,a,l,i,t,y,_,o,f,_,w,e,b,_,English
c,a,r,r,_,w,r,o,t,e,_,i,m,p,l,i,c,i,t,_,i,n,_,t,h,e,_,e,c,s,t,a,t,i,c,_,v,i,s,i,o,n,s,_,o,f,_,w,e,b,English
i,_,f,o,r,_,o,n,e,_,c,a,n,',t,_,i,m,a,g,i,n,e,_,a,n,y,t,h,i,n,g,_,m,o,r,e,_,f,r,i,g,h,t,e,n,i,n,g,_,English
_,o,t,h,e,r,s,_,d,i,s,p,u,t,e,_,t,h,e,_,n,o,t,i,o,n,_,t,h,a,t,_,w,i,k,i,p,e,d,i,a,_,o,r,_,s,i,m,i,l,English
f,o,r,_,i,n,s,t,a,n,c,e,_,c,h,r,i,s,_,a,n,d,e,r,s,o,n,_,t,h,e,_,e,d,i,t,o,r,-,i,n,-,c,h,i,e,f,_,o,f,English
_,t,h,e,r,e,_,i,s,_,a,l,s,o,_,a,n,_,o,n,g,o,i,n,g,_,d,e,b,a,t,e,_,a,b,o,u,t,_,t,h,e,_,i,n,f,l,u,e,n,English
t,h,e,_,w,o,r,r,y,_,i,s,_,t,h,a,t,_,i,f,_,y,o,u,_,c,a,n,_,g,e,t,_,a,l,l,_,t,h,a,t,_,i,n,f,o,r,m,a,t,English
s,a,i,d,_,k,a,t,h,r,y,n,_,h,u,g,h,e,s,_,p,r,o,f,e,s,s,o,r,_,o,f,_,l,i,f,e,_,w,r,i,t,i,n,g,_,a,t,_,t,English
_,w,i,k,i,p,e,d,i,a,_,h,a,s,_,b,e,e,n,_,w,i,d,e,l,y,_,u,s,e,d,_,a,s,_,a,_,c,o,r,p,u,s,_,f,o,r,_,l,i,English
i,n,_,p,a,r,t,i,c,u,l,a,r,_,i,t,_,c,o,m,m,o,n,l,y,_,s,e,r,v,e,s,_,a,s,_,a,_,t,a,r,g,e,t,_,k,n,o,w,l,English
_,m,e,t,h,o,d,s,_,s,i,m,i,l,a,r,_,t,o,_,w,i,k,i,f,i,c,a,t,i,o,n,_,c,a,n,_,i,n,_,t,u,r,n,_,b,e,_,u,s,English
_,i,n,_,f,r,e,n,c,h,_,r,e,s,e,a,r,c,h,e,r,s,_,j,o,s,?,?,_,l,a,g,e,s,_,o,f,_,t,h,e,_,u,n,i,v,e,r,s,i,English
_,t,h,e,y,_,u,s,e,d,_,p,a,g,e,r,a,n,k,_,f,o,l,l,o,w,e,d,_,b,y,_,t,h,e,_,n,u,m,b,e,r,_,o,f,_,a,p,p,e,English
_,a,_,m,i,t,_,s,t,u,d,y,_,s,u,g,g,e,s,t,s,_,t,h,a,t,_,w,o,r,d,s,_,u,s,e,d,_,o,n,_,w,i,k,i,p,e,d,i,a,English
_,s,t,u,d,i,e,s,_,r,e,l,a,t,e,d,_,t,o,_,w,i,k,i,p,e,d,i,a,_,h,a,v,e,_,b,e,e,n,_,u,s,i,n,g,_,m,a,c,h,English
o,n,e,_,o,f,_,t,h,e,_,m,o,s,t,_,i,m,p,o,r,t,a,n,t,_,a,r,e,a,s,ƒ,?,?,a,u,t,o,m,a,t,i,c,_,d,e,t,e,c,t,English
_,s,e,v,e,r,a,l,_,i,n,t,e,r,a,c,t,i,v,e,_,m,u,l,t,i,m,e,d,i,a,_,e,n,c,y,c,l,o,p,e,d,i,a,s,_,i,n,c,o,English
t,h,e,_,f,i,r,s,t,_,o,f,_,t,h,e,s,e,_,w,a,s,_,t,h,e,_,b,b,c,_,d,o,m,e,s,d,a,y,_,p,r,o,j,e,c,t,_,w,h,English
t,h,i,s,_,w,a,s,_,t,h,e,_,f,i,r,s,t,_,i,n,t,e,r,a,c,t,i,v,e,_,m,u,l,t,i,m,e,d,i,a,_,e,n,c,y,c,l,o,p,English
t,h,e,_,u,s,e,r,_,i,n,t,e,r,f,a,c,e,_,a,n,d,_,p,a,r,t,_,o,f,_,t,h,e,_,c,o,n,t,e,n,t,_,o,f,_,t,h,e,_,English
_,s,e,v,e,r,a,l,_,f,r,e,e,-,c,o,n,t,e,n,t,_,c,o,l,l,a,b,o,r,a,t,i,v,e,_,e,n,c,y,c,l,o,p,e,d,i,a,s,_,English
e,v,e,r,y,t,h,i,n,g,),_,w,i,t,h,_,m,a,n,y,_,l,a,t,e,r,_,b,e,i,n,g,_,m,e,r,g,e,d,_,i,n,t,o,_,t,h,e,_,English
g,n,e,),_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,English
_,o,n,e,_,o,f,_,t,h,e,_,m,o,s,t,_,s,u,c,c,e,s,s,f,u,l,_,e,a,r,l,y,_,o,n,l,i,n,e,_,e,n,c,y,c,l,o,p,e,English
t,h,e,_,h,g,_,e,n,c,y,c,l,o,p,e,d,i,a,_,i,s,_,r,e,l,a,t,i,v,e,l,y,_,l,i,g,h,t,h,e,a,r,t,e,d,_,f,o,c,English
s,u,b,s,e,q,u,e,n,t,_,c,o,l,l,a,b,o,r,a,t,i,v,e,_,k,n,o,w,l,e,d,g,e,_,w,e,b,s,i,t,e,s,_,h,a,v,e,_,d,English
s,o,m,e,_,s,u,c,h,_,a,s,_,s,u,s,n,i,n,g,n,u,_,e,n,c,i,c,l,o,p,e,d,i,a,_,l,i,b,r,e,_,h,u,d,o,n,g,_,a,English
o,t,h,e,r,s,_,u,s,e,_,m,o,r,e,_,t,r,a,d,i,t,i,o,n,a,l,_,p,e,e,r,_,r,e,v,i,e,w,_,s,u,c,h,_,a,s,_,e,n,English
t,h,e,_,l,a,t,t,e,r,_,w,a,s,_,s,t,a,r,t,e,d,_,b,y,_,s,a,n,g,e,r,_,i,n,_,a,n,_,a,t,t,e,m,p,t,_,t,o,_,English
_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,(,m,l,),_,i,s,_,t,h,e,_,s,t,u,d,y,_,o,f,_,c,o,m,p,u,t,e,r,_,a,l,English
_,i,t,_,i,s,_,s,e,e,n,_,a,s,_,a,_,p,a,r,t,_,o,f,_,a,r,t,i,f,i,c,i,a,l,_,i,n,t,e,l,l,i,g,e,n,c,e,_,_,English
m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,l,g,o,r,i,t,h,m,s,_,b,u,i,l,d,_,a,_,m,o,d,e,l,_,b,a,s,e,d,_,o,n,English
_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,l,g,o,r,i,t,h,m,s,_,a,r,e,_,u,s,e,d,_,i,n,_,a,_,w,i,d,e,_,v,a,English
a,_,s,u,b,s,e,t,_,o,f,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,i,s,_,c,l,o,s,e,l,y,_,r,e,l,a,t,e,d,_,t,o,English
t,h,e,_,s,t,u,d,y,_,o,f,_,m,a,t,h,e,m,a,t,i,c,a,l,_,o,p,t,i,m,i,z,a,t,i,o,n,_,d,e,l,i,v,e,r,s,_,m,e,English
d,a,t,a,_,m,i,n,i,n,g,_,i,s,_,a,_,r,e,l,a,t,e,d,_,f,i,e,l,d,_,o,f,_,s,t,u,d,y,_,f,o,c,u,s,i,n,g,_,o,English
_,i,n,_,i,t,s,_,a,p,p,l,i,c,a,t,i,o,n,_,a,c,r,o,s,s,_,b,u,s,i,n,e,s,s,_,p,r,o,b,l,e,m,s,_,m,a,c,h,i,English
m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,i,n,v,o,l,v,e,s,_,c,o,m,p,u,t,e,r,s,_,d,i,s,c,o,v,e,r,i,n,g,_,h,o,English
i,t,_,i,n,v,o,l,v,e,s,_,c,o,m,p,u,t,e,r,s,_,l,e,a,r,n,i,n,g,_,f,r,o,m,_,d,a,t,a,_,p,r,o,v,i,d,e,d,_,English
f,o,r,_,s,i,m,p,l,e,_,t,a,s,k,s,_,a,s,s,i,g,n,e,d,_,t,o,_,c,o,m,p,u,t,e,r,s,_,i,t,_,i,s,_,p,o,s,s,i,English
f,o,r,_,m,o,r,e,_,a,d,v,a,n,c,e,d,_,t,a,s,k,s,_,i,t,_,c,a,n,_,b,e,_,c,h,a,l,l,e,n,g,i,n,g,_,f,o,r,_,English
i,n,_,p,r,a,c,t,i,c,e,_,i,t,_,c,a,n,_,t,u,r,n,_,o,u,t,_,t,o,_,b,e,_,m,o,r,e,_,e,f,f,e,c,t,i,v,e,_,t,English
_,t,h,e,_,d,i,s,c,i,p,l,i,n,e,_,o,f,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,e,m,p,l,o,y,s,_,v,a,r,i,o,u,English
i,n,_,c,a,s,e,s,_,w,h,e,r,e,_,v,a,s,t,_,n,u,m,b,e,r,s,_,o,f,_,p,o,t,e,n,t,i,a,l,_,a,n,s,w,e,r,s,_,e,English
t,h,i,s,_,c,a,n,_,t,h,e,n,_,b,e,_,u,s,e,d,_,a,s,_,t,r,a,i,n,i,n,g,_,d,a,t,a,_,f,o,r,_,t,h,e,_,c,o,m,English
f,o,r,_,e,x,a,m,p,l,e,_,t,o,_,t,r,a,i,n,_,a,_,s,y,s,t,e,m,_,f,o,r,_,t,h,e,_,t,a,s,k,_,o,f,_,d,i,g,i,English
_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,p,p,r,o,a,c,h,e,s,_,a,r,e,_,t,r,a,d,i,t,i,o,n,a,l,l,y,_,d,i,v,English
f,o,r,_,e,x,a,m,p,l,e,_,t,o,p,i,c,_,m,o,d,e,l,i,n,g,_,d,i,m,e,n,s,i,o,n,a,l,i,t,y,_,r,e,d,u,c,t,i,o,English
_,a,s,_,o,f,_,d,e,e,p,_,l,e,a,r,n,i,n,g,_,h,a,s,_,b,e,c,o,m,e,_,t,h,e,_,d,o,m,i,n,a,n,t,_,a,p,p,r,o,English
_,t,h,e,_,t,e,r,m,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,w,a,s,_,c,o,i,n,e,d,_,i,n,_,b,y,_,a,r,t,h,u,r,English
_,a,_,r,e,p,r,e,s,e,n,t,a,t,i,v,e,_,b,o,o,k,_,o,f,_,t,h,e,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,r,e,s,English
_,i,n,t,e,r,e,s,t,_,r,e,l,a,t,e,d,_,t,o,_,p,a,t,t,e,r,n,_,r,e,c,o,g,n,i,t,i,o,n,_,c,o,n,t,i,n,u,e,d,English
_,i,n,_,a,_,r,e,p,o,r,t,_,w,a,s,_,g,i,v,e,n,_,o,n,_,u,s,i,n,g,_,t,e,a,c,h,i,n,g,_,s,t,r,a,t,e,g,i,e,English
_,t,o,m,_,m,_,m,i,t,c,h,e,l,l,_,p,r,o,v,i,d,e,d,_,a,_,w,i,d,e,l,y,_,q,u,o,t,e,d,_,m,o,r,e,_,f,o,r,m,English
t,h,i,s,_,f,o,l,l,o,w,s,_,a,l,a,n,_,t,u,r,i,n,g,',s,_,p,r,o,p,o,s,a,l,_,i,n,_,h,i,s,_,p,a,p,e,r,_,c,English
i,s,_,r,e,p,l,a,c,e,d,_,w,i,t,h,_,t,h,e,_,q,u,e,s,t,i,o,n,_,c,a,n,_,m,a,c,h,i,n,e,s,_,d,o,_,w,h,a,t,English
_,m,o,d,e,r,n,_,d,a,y,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,h,a,s,_,t,w,o,_,o,b,j,e,c,t,i,v,e,s,_,o,n,English
a,_,h,y,p,o,t,h,e,t,i,c,a,l,_,a,l,g,o,r,i,t,h,m,_,s,p,e,c,i,f,i,c,_,t,o,_,c,l,a,s,s,i,f,y,i,n,g,_,d,English
w,h,e,r,e,_,a,s,_,a,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,l,g,o,r,i,t,h,m,_,f,o,r,_,s,t,o,c,k,_,t,r,English
_,a,s,_,a,_,s,c,i,e,n,t,i,f,i,c,_,e,n,d,e,a,v,o,r,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,g,r,e,w,_,o,u,English
i,n,_,t,h,e,_,e,a,r,l,y,_,d,a,y,s,_,o,f,_,a,i,_,a,s,_,a,n,_,a,c,a,d,e,m,i,c,_,d,i,s,c,i,p,l,i,n,e,_,English
t,h,e,y,_,a,t,t,e,m,p,t,e,d,_,t,o,_,a,p,p,r,o,a,c,h,_,t,h,e,_,p,r,o,b,l,e,m,_,w,i,t,h,_,v,a,r,i,o,u,English
_,p,r,o,b,a,b,i,l,i,s,t,i,c,_,r,e,a,s,o,n,i,n,g,_,w,a,s,_,a,l,s,o,_,e,m,p,l,o,y,e,d,_,e,s,p,e,c,i,a,English
_,h,o,w,e,v,e,r,_,a,n,_,i,n,c,r,e,a,s,i,n,g,_,e,m,p,h,a,s,i,s,_,o,n,_,t,h,e,_,l,o,g,i,c,a,l,_,k,n,o,English
p,r,o,b,a,b,i,l,i,s,t,i,c,_,s,y,s,t,e,m,s,_,w,e,r,e,_,p,l,a,g,u,e,d,_,b,y,_,t,h,e,o,r,e,t,i,c,a,l,_,English
_,b,y,_,e,x,p,e,r,t,_,s,y,s,t,e,m,s,_,h,a,d,_,c,o,m,e,_,t,o,_,d,o,m,i,n,a,t,e,_,a,i,_,a,n,d,_,s,t,a,English
_,w,o,r,k,_,o,n,_,s,y,m,b,o,l,i,c,/,k,n,o,w,l,e,d,g,e,-,b,a,s,e,d,_,l,e,a,r,n,i,n,g,_,d,i,d,_,c,o,n,English
ƒ,?,?,_,n,e,u,r,a,l,_,n,e,t,w,o,r,k,s,_,r,e,s,e,a,r,c,h,_,h,a,d,_,b,e,e,n,_,a,b,a,n,d,o,n,e,d,_,b,y,English
t,h,i,s,_,l,i,n,e,_,t,o,o,_,w,a,s,_,c,o,n,t,i,n,u,e,d,_,o,u,t,s,i,d,e,_,t,h,e,_,a,i,/,c,s,_,f,i,e,l,English
t,h,e,i,r,_,m,a,i,n,_,s,u,c,c,e,s,s,_,c,a,m,e,_,i,n,_,t,h,e,_,m,i,d,-,s,_,w,i,t,h,_,t,h,e,_,r,e,i,n,English
_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,(,m,l,),_,r,e,o,r,g,a,n,i,z,e,d,_,a,s,_,a,_,s,e,p,a,r,a,t,e,_,f,English
t,h,e,_,f,i,e,l,d,_,c,h,a,n,g,e,d,_,i,t,s,_,g,o,a,l,_,f,r,o,m,_,a,c,h,i,e,v,i,n,g,_,a,r,t,i,f,i,c,i,English
i,t,_,s,h,i,f,t,e,d,_,f,o,c,u,s,_,a,w,a,y,_,f,r,o,m,_,t,h,e,_,s,y,m,b,o,l,i,c,_,a,p,p,r,o,a,c,h,e,s,English
_,a,s,_,o,f,_,m,a,n,y,_,s,o,u,r,c,e,s,_,c,o,n,t,i,n,u,e,_,t,o,_,a,s,s,e,r,t,_,t,h,a,t,_,m,a,c,h,i,n,English
_,t,h,e,_,m,a,i,n,_,d,i,s,a,g,r,e,e,m,e,n,t,_,i,s,_,w,h,e,t,h,e,r,_,a,l,l,_,o,f,_,m,l,_,i,s,_,p,a,r,English
o,t,h,e,r,s,_,h,a,v,e,_,t,h,e,_,v,i,e,w,_,t,h,a,t,_,n,o,t,_,a,l,l,_,o,f,_,m,l,_,i,s,_,p,a,r,t,_,o,f,English
_,t,h,e,_,q,u,e,s,t,i,o,n,_,t,o,_,w,h,a,t,_,i,s,_,t,h,e,_,d,i,f,f,e,r,e,n,c,e,_,b,e,t,w,e,e,n,_,m,l,English
_,a,c,c,o,r,d,i,n,g,l,y,_,m,l,_,l,e,a,r,n,s,_,a,n,d,_,p,r,e,d,i,c,t,s,_,b,a,s,e,d,_,o,n,_,p,a,s,s,i,English
_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,n,d,_,d,a,t,a,_,m,i,n,i,n,g,_,o,f,t,e,n,_,e,m,p,l,o,y,_,t,h,e,English
d,a,t,a,_,m,i,n,i,n,g,_,u,s,e,s,_,m,a,n,y,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,m,e,t,h,o,d,s,_,b,u,t,English
m,u,c,h,_,o,f,_,t,h,e,_,c,o,n,f,u,s,i,o,n,_,b,e,t,w,e,e,n,_,t,h,e,s,e,_,t,w,o,_,r,e,s,e,a,r,c,h,_,c,English
e,v,a,l,u,a,t,e,d,_,w,i,t,h,_,r,e,s,p,e,c,t,_,t,o,_,k,n,o,w,n,_,k,n,o,w,l,e,d,g,e,_,a,n,_,u,n,i,n,f,English
m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,l,s,o,_,h,a,s,_,i,n,t,i,m,a,t,e,_,t,i,e,s,_,t,o,_,o,p,t,i,m,i,z,English
l,o,s,s,_,f,u,n,c,t,i,o,n,s,_,e,x,p,r,e,s,s,_,t,h,e,_,d,i,s,c,r,e,p,a,n,c,y,_,b,e,t,w,e,e,n,_,t,h,e,English
_,t,h,e,_,d,i,f,f,e,r,e,n,c,e,_,b,e,t,w,e,e,n,_,o,p,t,i,m,i,z,a,t,i,o,n,_,a,n,d,_,m,a,c,h,i,n,e,_,l,English
c,h,a,r,a,c,t,e,r,i,z,i,n,g,_,t,h,e,_,g,e,n,e,r,a,l,i,z,a,t,i,o,n,_,o,f,_,v,a,r,i,o,u,s,_,l,e,a,r,n,English
m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,n,d,_,s,t,a,t,i,s,t,i,c,s,_,a,r,e,_,c,l,o,s,e,l,y,_,r,e,l,a,t,e,English
_,a,c,c,o,r,d,i,n,g,_,t,o,_,m,i,c,h,a,e,l,_,i,_,j,o,r,d,a,n,_,t,h,e,_,i,d,e,a,s,_,o,f,_,m,a,c,h,i,n,English
_,h,e,_,a,l,s,o,_,s,u,g,g,e,s,t,e,d,_,t,h,e,_,t,e,r,m,_,d,a,t,a,_,s,c,i,e,n,c,e,_,a,s,_,a,_,p,l,a,c,English
_,l,e,o,_,b,r,e,i,m,a,n,_,d,i,s,t,i,n,g,u,i,s,h,e,d,_,t,w,o,_,s,t,a,t,i,s,t,i,c,a,l,_,m,o,d,e,l,i,n,English
s,o,m,e,_,s,t,a,t,i,s,t,i,c,i,a,n,s,_,h,a,v,e,_,a,d,o,p,t,e,d,_,m,e,t,h,o,d,s,_,f,r,o,m,_,m,a,c,h,i,English
_,a,_,c,o,r,e,_,o,b,j,e,c,t,i,v,e,_,o,f,_,a,_,l,e,a,r,n,e,r,_,i,s,_,t,o,_,g,e,n,e,r,a,l,i,z,e,_,f,r,English
_,g,e,n,e,r,a,l,i,z,a,t,i,o,n,_,i,n,_,t,h,i,s,_,c,o,n,t,e,x,t,_,i,s,_,t,h,e,_,a,b,i,l,i,t,y,_,o,f,_,English
t,h,e,_,t,r,a,i,n,i,n,g,_,e,x,a,m,p,l,e,s,_,c,o,m,e,_,f,r,o,m,_,s,o,m,e,_,g,e,n,e,r,a,l,l,y,_,u,n,k,English
t,h,e,_,c,o,m,p,u,t,a,t,i,o,n,a,l,_,a,n,a,l,y,s,i,s,_,o,f,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,l,g,English
b,e,c,a,u,s,e,_,t,r,a,i,n,i,n,g,_,s,e,t,s,_,a,r,e,_,f,i,n,i,t,e,_,a,n,d,_,t,h,e,_,f,u,t,u,r,e,_,i,s,English
i,n,s,t,e,a,d,_,p,r,o,b,a,b,i,l,i,s,t,i,c,_,b,o,u,n,d,s,_,o,n,_,t,h,e,_,p,e,r,f,o,r,m,a,n,c,e,_,a,r,English
t,h,e,_,b,i,a,s,ƒ,?,?,v,a,r,i,a,n,c,e,_,d,e,c,o,m,p,o,s,i,t,i,o,n,_,i,s,_,o,n,e,_,w,a,y,_,t,o,_,q,u,English
f,o,r,_,t,h,e,_,b,e,s,t,_,p,e,r,f,o,r,m,a,n,c,e,_,i,n,_,t,h,e,_,c,o,n,t,e,x,t,_,o,f,_,g,e,n,e,r,a,l,English
i,f,_,t,h,e,_,h,y,p,o,t,h,e,s,i,s,_,i,s,_,l,e,s,s,_,c,o,m,p,l,e,x,_,t,h,a,n,_,t,h,e,_,f,u,n,c,t,i,o,English
i,f,_,t,h,e,_,c,o,m,p,l,e,x,i,t,y,_,o,f,_,t,h,e,_,m,o,d,e,l,_,i,s,_,i,n,c,r,e,a,s,e,d,_,i,n,_,r,e,s,English
b,u,t,_,i,f,_,t,h,e,_,h,y,p,o,t,h,e,s,i,s,_,i,s,_,t,o,o,_,c,o,m,p,l,e,x,_,t,h,e,n,_,t,h,e,_,m,o,d,e,English
_,i,n,_,a,d,d,i,t,i,o,n,_,t,o,_,p,e,r,f,o,r,m,a,n,c,e,_,b,o,u,n,d,s,_,l,e,a,r,n,i,n,g,_,t,h,e,o,r,i,English
i,n,_,c,o,m,p,u,t,a,t,i,o,n,a,l,_,l,e,a,r,n,i,n,g,_,t,h,e,o,r,y,_,a,_,c,o,m,p,u,t,a,t,i,o,n,_,i,s,_,English
t,h,e,r,e,_,a,r,e,_,t,w,o,_,k,i,n,d,s,_,o,f,_,t,i,m,e,_,c,o,m,p,l,e,x,i,t,y,_,r,e,s,u,l,t,s,_,_,_,_,English
p,o,s,i,t,i,v,e,_,r,e,s,u,l,t,s,_,s,h,o,w,_,t,h,a,t,_,a,_,c,e,r,t,a,i,n,_,c,l,a,s,s,_,o,f,_,f,u,n,c,English
n,e,g,a,t,i,v,e,_,r,e,s,u,l,t,s,_,s,h,o,w,_,t,h,a,t,_,c,e,r,t,a,i,n,_,c,l,a,s,s,e,s,_,c,a,n,n,o,t,_,English
t,h,e,_,t,y,p,e,s,_,o,f,_,m,a,c,h,i,n,e,_,l,e,a,r,n,i,n,g,_,a,l,g,o,r,i,t,h,m,s,_,d,i,f,f,e,r,_,i,n,English
s,u,p,e,r,v,i,s,e,d,_,l,e,a,r,n,i,n,g,_,a,l,g,o,r,i,t,h,m,s,_,b,u,i,l,d,_,a,_,m,a,t,h,e,m,a,t,i,c,a,English
_,t,h,e,_,d,a,t,a,_,i,s,_,k,n,o,w,n,_,a,s,_,t,r,a,i,n,i,n,g,_,d,a,t,a,_,a,n,d,_,c,o,n,s,i,s,t,s,_,o,English
e,a,c,h,_,t,r,a,i,n,i,n,g,_,e,x,a,m,p,l,e,_,h,a,s,_,o,n,e,_,o,r,_,m,o,r,e,_,i,n,p,u,t,s,_,a,n,d,_,t,English
i,n,_,t,h,e,_,m,a,t,h,e,m,a,t,i,c,a,l,_,m,o,d,e,l,_,e,a,c,h,_,t,r,a,i,n,i,n,g,_,e,x,a,m,p,l,e,_,i,s,English
t,h,r,o,u,g,h,_,i,t,e,r,a,t,i,v,e,_,o,p,t,i,m,i,z,a,t,i,o,n,_,o,f,_,a,n,_,o,b,j,e,c,t,i,v,e,_,f,u,n,English
_,a,n,_,o,p,t,i,m,a,l,_,f,u,n,c,t,i,o,n,_,w,i,l,l,_,a,l,l,o,w,_,t,h,e,_,a,l,g,o,r,i,t,h,m,_,t,o,_,c,English
